importer,partner,year,value,geo,iso3,tnlg_M_2021,tnlg_M_2023,tnlg_M_2024,tnlg_M_2025,tnlg_F_2021,tnlg_F_2023,tnlg_F_2024,tnlg_F_2025,tml_M_2021,tml_M_2023,tml_M_2024,tml_M_2025,ttm_M_2021,ttm_M_2023,ttm_M_2024,ttm_M_2025,tir_M_2021,tir_M_2023,tir_M_2024,tir_M_2025,tnlg_C_2021,tnlg_C_2023,tnlg_C_2024,tnlg_C_2025,tnlg_J_2021,tnlg_J_2023,tnlg_J_2024,tnlg_J_2025,tnlg_N_2021,tnlg_N_2023,tnlg_N_2024,tnlg_N_2025,tany_C_2021,tany_C_2023,tany_C_2024,tany_C_2025,tany_J_2021,tany_J_2023,tany_J_2024,tany_J_2025,tany_M_2021,tany_F_2021,tany_M_2023,tany_F_2023,tany_M_2024,tany_F_2024,tany_M_2025,tany_F_2025,d_tnlg_M_2124,d_tnlg_M_2324,d_tnlg_F_2124,d_tnlg_F_2324,d_tml_M_2324,d_ttm_M_2324,d_tir_M_2324,d_tany_M_2124,d_tnlg_J_2324,d_tnlg_C_2324,d_tnlg_N_2324,country,logv,post,post24,post_x_d_tnlg_M_2324,p24_x_d_tnlg_M_2324,post_x_d_tnlg_M_2124,p24_x_d_tnlg_M_2124,post_x_d_tnlg_F_2324,p24_x_d_tnlg_F_2324,post_x_d_tml_M_2324,p24_x_d_tml_M_2324,post_x_d_ttm_M_2324,p24_x_d_ttm_M_2324,post_x_d_tir_M_2324,p24_x_d_tir_M_2324,post_x_d_tany_M_2124,p24_x_d_tany_M_2124,post_x_d_tnlg_J_2324,p24_x_d_tnlg_J_2324,post_x_d_tnlg_C_2324,p24_x_d_tnlg_C_2324,post_x_d_tnlg_N_2324,p24_x_d_tnlg_N_2324,post_x_tnlg_M_2024,p24_x_tnlg_M_2024
BEL,PHL,2021,20.299394,BE,BEL,6.59,8.19,19.45,25.41,0.47,2.4,5.33,4.88,10.92,12.16,15.57,24.57,8.7,16.45,28.95,42.9,8.5,7.56,12.15,8.7,0.56,2.4,12.28,17.72,9.01,18.82,39.3,,1.27,3.93,6.55,10.05,10.42,15.31,23.24,39.8,34.76,,64.12,78.15,20.24,8.3,28.28,5.17,42.92,11.08,57.11,20.25,12.86,11.26,4.86,2.93,3.41,12.5,4.590000000000001,22.680000000000003,20.479999999999997,9.879999999999999,2.6199999999999997,Belgium,3.0105910333854067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,VNM,2021,7.994524,BE,BEL,6.59,8.19,19.45,25.41,0.47,2.4,5.33,4.88,10.92,12.16,15.57,24.57,8.7,16.45,28.95,42.9,8.5,7.56,12.15,8.7,0.56,2.4,12.28,17.72,9.01,18.82,39.3,,1.27,3.93,6.55,10.05,10.42,15.31,23.24,39.8,34.76,,64.12,78.15,20.24,8.3,28.28,5.17,42.92,11.08,57.11,20.25,12.86,11.26,4.86,2.93,3.41,12.5,4.590000000000001,22.680000000000003,20.479999999999997,9.879999999999999,2.6199999999999997,Belgium,2.0787568073027507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZE,IND,2023,82.335821,CZ,CZE,3.49,0.45,10.71,25.19,0.0,0.0,1.14,5.85,2.65,3.55,10.65,14.0,3.61,5.68,11.44,12.32,1.39,2.25,2.96,3.13,0.33,0.39,4.05,10.03,4.61,6.65,27.29,51.71,0.21,1.1,4.16,8.96,4.19,6.01,9.55,16.73,21.22,24.76,46.49,60.49,9.28,0.35,9.42,1.34,22.09,2.35,33.31,7.84,7.220000000000001,10.260000000000002,1.14,1.14,7.1000000000000005,5.76,0.71,12.81,20.64,3.6599999999999997,3.06,Czechia,4.4108062620783155,1.0,0.0,10.260000000000002,0.0,7.220000000000001,0.0,1.14,0.0,7.1000000000000005,0.0,5.76,0.0,0.71,0.0,12.81,0.0,20.64,0.0,3.6599999999999997,0.0,3.06,0.0,10.71,0.0
CZE,PHL,2023,11.968783,CZ,CZE,3.49,0.45,10.71,25.19,0.0,0.0,1.14,5.85,2.65,3.55,10.65,14.0,3.61,5.68,11.44,12.32,1.39,2.25,2.96,3.13,0.33,0.39,4.05,10.03,4.61,6.65,27.29,51.71,0.21,1.1,4.16,8.96,4.19,6.01,9.55,16.73,21.22,24.76,46.49,60.49,9.28,0.35,9.42,1.34,22.09,2.35,33.31,7.84,7.220000000000001,10.260000000000002,1.14,1.14,7.1000000000000005,5.76,0.71,12.81,20.64,3.6599999999999997,3.06,Czechia,2.4823018435572752,1.0,0.0,10.260000000000002,0.0,7.220000000000001,0.0,1.14,0.0,7.1000000000000005,0.0,5.76,0.0,0.71,0.0,12.81,0.0,20.64,0.0,3.6599999999999997,0.0,3.06,0.0,10.71,0.0
CZE,VNM,2023,5.964002,CZ,CZE,3.49,0.45,10.71,25.19,0.0,0.0,1.14,5.85,2.65,3.55,10.65,14.0,3.61,5.68,11.44,12.32,1.39,2.25,2.96,3.13,0.33,0.39,4.05,10.03,4.61,6.65,27.29,51.71,0.21,1.1,4.16,8.96,4.19,6.01,9.55,16.73,21.22,24.76,46.49,60.49,9.28,0.35,9.42,1.34,22.09,2.35,33.31,7.84,7.220000000000001,10.260000000000002,1.14,1.14,7.1000000000000005,5.76,0.71,12.81,20.64,3.6599999999999997,3.06,Czechia,1.7857417322478415,1.0,0.0,10.260000000000002,0.0,7.220000000000001,0.0,1.14,0.0,7.1000000000000005,0.0,5.76,0.0,0.71,0.0,12.81,0.0,20.64,0.0,3.6599999999999997,0.0,3.06,0.0,10.71,0.0
CZE,IND,2024,79.043128,CZ,CZE,3.49,0.45,10.71,25.19,0.0,0.0,1.14,5.85,2.65,3.55,10.65,14.0,3.61,5.68,11.44,12.32,1.39,2.25,2.96,3.13,0.33,0.39,4.05,10.03,4.61,6.65,27.29,51.71,0.21,1.1,4.16,8.96,4.19,6.01,9.55,16.73,21.22,24.76,46.49,60.49,9.28,0.35,9.42,1.34,22.09,2.35,33.31,7.84,7.220000000000001,10.260000000000002,1.14,1.14,7.1000000000000005,5.76,0.71,12.81,20.64,3.6599999999999997,3.06,Czechia,4.369993627555332,1.0,1.0,10.260000000000002,10.260000000000002,7.220000000000001,7.220000000000001,1.14,1.14,7.1000000000000005,7.1000000000000005,5.76,5.76,0.71,0.71,12.81,12.81,20.64,20.64,3.6599999999999997,3.6599999999999997,3.06,3.06,10.71,10.71
CZE,PHL,2024,22.747322,CZ,CZE,3.49,0.45,10.71,25.19,0.0,0.0,1.14,5.85,2.65,3.55,10.65,14.0,3.61,5.68,11.44,12.32,1.39,2.25,2.96,3.13,0.33,0.39,4.05,10.03,4.61,6.65,27.29,51.71,0.21,1.1,4.16,8.96,4.19,6.01,9.55,16.73,21.22,24.76,46.49,60.49,9.28,0.35,9.42,1.34,22.09,2.35,33.31,7.84,7.220000000000001,10.260000000000002,1.14,1.14,7.1000000000000005,5.76,0.71,12.81,20.64,3.6599999999999997,3.06,Czechia,3.124447424182375,1.0,1.0,10.260000000000002,10.260000000000002,7.220000000000001,7.220000000000001,1.14,1.14,7.1000000000000005,7.1000000000000005,5.76,5.76,0.71,0.71,12.81,12.81,20.64,20.64,3.6599999999999997,3.6599999999999997,3.06,3.06,10.71,10.71
CZE,VNM,2024,9.128789,CZ,CZE,3.49,0.45,10.71,25.19,0.0,0.0,1.14,5.85,2.65,3.55,10.65,14.0,3.61,5.68,11.44,12.32,1.39,2.25,2.96,3.13,0.33,0.39,4.05,10.03,4.61,6.65,27.29,51.71,0.21,1.1,4.16,8.96,4.19,6.01,9.55,16.73,21.22,24.76,46.49,60.49,9.28,0.35,9.42,1.34,22.09,2.35,33.31,7.84,7.220000000000001,10.260000000000002,1.14,1.14,7.1000000000000005,5.76,0.71,12.81,20.64,3.6599999999999997,3.06,Czechia,2.2114330461599536,1.0,1.0,10.260000000000002,10.260000000000002,7.220000000000001,7.220000000000001,1.14,1.14,7.1000000000000005,7.1000000000000005,5.76,5.76,0.71,0.71,12.81,12.81,20.64,20.64,3.6599999999999997,3.6599999999999997,3.06,3.06,10.71,10.71
DNK,IND,2019,79.523183,DK,DNK,10.56,8.37,34.06,49.96,1.34,1.26,6.79,14.98,19.45,12.77,21.95,17.83,15.79,9.15,28.18,48.54,7.5,4.96,8.57,9.95,3.63,3.13,12.06,26.24,15.14,22.0,51.97,62.74,3.55,1.44,17.69,24.8,27.28,14.8,21.75,38.55,54.75,44.31,68.3,79.08,39.22,8.87,23.58,3.23,44.9,11.7,63.71,23.93,23.5,25.690000000000005,5.45,5.53,9.18,19.03,3.6100000000000003,5.68,29.97,8.93,16.25,Denmark,4.376048589213229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,PHL,2019,17.389498,DK,DNK,10.56,8.37,34.06,49.96,1.34,1.26,6.79,14.98,19.45,12.77,21.95,17.83,15.79,9.15,28.18,48.54,7.5,4.96,8.57,9.95,3.63,3.13,12.06,26.24,15.14,22.0,51.97,62.74,3.55,1.44,17.69,24.8,27.28,14.8,21.75,38.55,54.75,44.31,68.3,79.08,39.22,8.87,23.58,3.23,44.9,11.7,63.71,23.93,23.5,25.690000000000005,5.45,5.53,9.18,19.03,3.6100000000000003,5.68,29.97,8.93,16.25,Denmark,2.8558664607844895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,VNM,2019,4.376363,DK,DNK,10.56,8.37,34.06,49.96,1.34,1.26,6.79,14.98,19.45,12.77,21.95,17.83,15.79,9.15,28.18,48.54,7.5,4.96,8.57,9.95,3.63,3.13,12.06,26.24,15.14,22.0,51.97,62.74,3.55,1.44,17.69,24.8,27.28,14.8,21.75,38.55,54.75,44.31,68.3,79.08,39.22,8.87,23.58,3.23,44.9,11.7,63.71,23.93,23.5,25.690000000000005,5.45,5.53,9.18,19.03,3.6100000000000003,5.68,29.97,8.93,16.25,Denmark,1.4762180141473216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,IND,2018,73.554769,BE,BEL,6.59,8.19,19.45,25.41,0.47,2.4,5.33,4.88,10.92,12.16,15.57,24.57,8.7,16.45,28.95,42.9,8.5,7.56,12.15,8.7,0.56,2.4,12.28,17.72,9.01,18.82,39.3,,1.27,3.93,6.55,10.05,10.42,15.31,23.24,39.8,34.76,,64.12,78.15,20.24,8.3,28.28,5.17,42.92,11.08,57.11,20.25,12.86,11.26,4.86,2.93,3.41,12.5,4.590000000000001,22.680000000000003,20.479999999999997,9.879999999999999,2.6199999999999997,Belgium,4.29803028519014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,PHL,2018,21.107896,BE,BEL,6.59,8.19,19.45,25.41,0.47,2.4,5.33,4.88,10.92,12.16,15.57,24.57,8.7,16.45,28.95,42.9,8.5,7.56,12.15,8.7,0.56,2.4,12.28,17.72,9.01,18.82,39.3,,1.27,3.93,6.55,10.05,10.42,15.31,23.24,39.8,34.76,,64.12,78.15,20.24,8.3,28.28,5.17,42.92,11.08,57.11,20.25,12.86,11.26,4.86,2.93,3.41,12.5,4.590000000000001,22.680000000000003,20.479999999999997,9.879999999999999,2.6199999999999997,Belgium,3.049647188489404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,VNM,2018,4.258997,BE,BEL,6.59,8.19,19.45,25.41,0.47,2.4,5.33,4.88,10.92,12.16,15.57,24.57,8.7,16.45,28.95,42.9,8.5,7.56,12.15,8.7,0.56,2.4,12.28,17.72,9.01,18.82,39.3,,1.27,3.93,6.55,10.05,10.42,15.31,23.24,39.8,34.76,,64.12,78.15,20.24,8.3,28.28,5.17,42.92,11.08,57.11,20.25,12.86,11.26,4.86,2.93,3.41,12.5,4.590000000000001,22.680000000000003,20.479999999999997,9.879999999999999,2.6199999999999997,Belgium,1.4490336865501263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,IND,2019,97.760282,BE,BEL,6.59,8.19,19.45,25.41,0.47,2.4,5.33,4.88,10.92,12.16,15.57,24.57,8.7,16.45,28.95,42.9,8.5,7.56,12.15,8.7,0.56,2.4,12.28,17.72,9.01,18.82,39.3,,1.27,3.93,6.55,10.05,10.42,15.31,23.24,39.8,34.76,,64.12,78.15,20.24,8.3,28.28,5.17,42.92,11.08,57.11,20.25,12.86,11.26,4.86,2.93,3.41,12.5,4.590000000000001,22.680000000000003,20.479999999999997,9.879999999999999,2.6199999999999997,Belgium,4.582518380034509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,PHL,2019,16.038081,BE,BEL,6.59,8.19,19.45,25.41,0.47,2.4,5.33,4.88,10.92,12.16,15.57,24.57,8.7,16.45,28.95,42.9,8.5,7.56,12.15,8.7,0.56,2.4,12.28,17.72,9.01,18.82,39.3,,1.27,3.93,6.55,10.05,10.42,15.31,23.24,39.8,34.76,,64.12,78.15,20.24,8.3,28.28,5.17,42.92,11.08,57.11,20.25,12.86,11.26,4.86,2.93,3.41,12.5,4.590000000000001,22.680000000000003,20.479999999999997,9.879999999999999,2.6199999999999997,Belgium,2.7749659568771334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,IND,2020,80.916966,FI,FIN,3.88,11.17,30.02,43.6,2.19,0.86,6.61,9.2,15.99,13.51,19.24,33.55,13.3,14.47,29.5,61.12,9.08,5.39,12.88,18.63,1.45,2.0,12.02,,7.68,16.65,44.01,56.1,3.52,2.37,9.8,21.55,16.25,12.98,20.75,,40.64,48.19,66.43,79.79,29.63,9.39,31.54,5.18,48.46,11.26,74.75,24.01,26.14,18.85,4.42,5.75,5.729999999999999,15.03,7.490000000000001,18.830000000000002,27.36,10.02,7.430000000000001,Finland,4.393423517775576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,PHL,2020,12.828591,FI,FIN,3.88,11.17,30.02,43.6,2.19,0.86,6.61,9.2,15.99,13.51,19.24,33.55,13.3,14.47,29.5,61.12,9.08,5.39,12.88,18.63,1.45,2.0,12.02,,7.68,16.65,44.01,56.1,3.52,2.37,9.8,21.55,16.25,12.98,20.75,,40.64,48.19,66.43,79.79,29.63,9.39,31.54,5.18,48.46,11.26,74.75,24.01,26.14,18.85,4.42,5.75,5.729999999999999,15.03,7.490000000000001,18.830000000000002,27.36,10.02,7.430000000000001,Finland,2.551676351864149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,IND,2019,70.184262,FI,FIN,3.88,11.17,30.02,43.6,2.19,0.86,6.61,9.2,15.99,13.51,19.24,33.55,13.3,14.47,29.5,61.12,9.08,5.39,12.88,18.63,1.45,2.0,12.02,,7.68,16.65,44.01,56.1,3.52,2.37,9.8,21.55,16.25,12.98,20.75,,40.64,48.19,66.43,79.79,29.63,9.39,31.54,5.18,48.46,11.26,74.75,24.01,26.14,18.85,4.42,5.75,5.729999999999999,15.03,7.490000000000001,18.830000000000002,27.36,10.02,7.430000000000001,Finland,4.251124097863683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,PHL,2019,11.825221,FI,FIN,3.88,11.17,30.02,43.6,2.19,0.86,6.61,9.2,15.99,13.51,19.24,33.55,13.3,14.47,29.5,61.12,9.08,5.39,12.88,18.63,1.45,2.0,12.02,,7.68,16.65,44.01,56.1,3.52,2.37,9.8,21.55,16.25,12.98,20.75,,40.64,48.19,66.43,79.79,29.63,9.39,31.54,5.18,48.46,11.26,74.75,24.01,26.14,18.85,4.42,5.75,5.729999999999999,15.03,7.490000000000001,18.830000000000002,27.36,10.02,7.430000000000001,Finland,2.4702346234211143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,VNM,2019,3.441028,FI,FIN,3.88,11.17,30.02,43.6,2.19,0.86,6.61,9.2,15.99,13.51,19.24,33.55,13.3,14.47,29.5,61.12,9.08,5.39,12.88,18.63,1.45,2.0,12.02,,7.68,16.65,44.01,56.1,3.52,2.37,9.8,21.55,16.25,12.98,20.75,,40.64,48.19,66.43,79.79,29.63,9.39,31.54,5.18,48.46,11.26,74.75,24.01,26.14,18.85,4.42,5.75,5.729999999999999,15.03,7.490000000000001,18.830000000000002,27.36,10.02,7.430000000000001,Finland,1.2357702639516643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,IND,2024,181.27078,FI,FIN,3.88,11.17,30.02,43.6,2.19,0.86,6.61,9.2,15.99,13.51,19.24,33.55,13.3,14.47,29.5,61.12,9.08,5.39,12.88,18.63,1.45,2.0,12.02,,7.68,16.65,44.01,56.1,3.52,2.37,9.8,21.55,16.25,12.98,20.75,,40.64,48.19,66.43,79.79,29.63,9.39,31.54,5.18,48.46,11.26,74.75,24.01,26.14,18.85,4.42,5.75,5.729999999999999,15.03,7.490000000000001,18.830000000000002,27.36,10.02,7.430000000000001,Finland,5.199991935439035,1.0,1.0,18.85,18.85,26.14,26.14,5.75,5.75,5.729999999999999,5.729999999999999,15.03,15.03,7.490000000000001,7.490000000000001,18.830000000000002,18.830000000000002,27.36,27.36,10.02,10.02,7.430000000000001,7.430000000000001,30.02,30.02
FIN,PHL,2024,17.829635,FI,FIN,3.88,11.17,30.02,43.6,2.19,0.86,6.61,9.2,15.99,13.51,19.24,33.55,13.3,14.47,29.5,61.12,9.08,5.39,12.88,18.63,1.45,2.0,12.02,,7.68,16.65,44.01,56.1,3.52,2.37,9.8,21.55,16.25,12.98,20.75,,40.64,48.19,66.43,79.79,29.63,9.39,31.54,5.18,48.46,11.26,74.75,24.01,26.14,18.85,4.42,5.75,5.729999999999999,15.03,7.490000000000001,18.830000000000002,27.36,10.02,7.430000000000001,Finland,2.8808619605494163,1.0,1.0,18.85,18.85,26.14,26.14,5.75,5.75,5.729999999999999,5.729999999999999,15.03,15.03,7.490000000000001,7.490000000000001,18.830000000000002,18.830000000000002,27.36,27.36,10.02,10.02,7.430000000000001,7.430000000000001,30.02,30.02
FIN,VNM,2024,6.063632,FI,FIN,3.88,11.17,30.02,43.6,2.19,0.86,6.61,9.2,15.99,13.51,19.24,33.55,13.3,14.47,29.5,61.12,9.08,5.39,12.88,18.63,1.45,2.0,12.02,,7.68,16.65,44.01,56.1,3.52,2.37,9.8,21.55,16.25,12.98,20.75,,40.64,48.19,66.43,79.79,29.63,9.39,31.54,5.18,48.46,11.26,74.75,24.01,26.14,18.85,4.42,5.75,5.729999999999999,15.03,7.490000000000001,18.830000000000002,27.36,10.02,7.430000000000001,Finland,1.8023089604827687,1.0,1.0,18.85,18.85,26.14,26.14,5.75,5.75,5.729999999999999,5.729999999999999,15.03,15.03,7.490000000000001,7.490000000000001,18.830000000000002,18.830000000000002,27.36,27.36,10.02,10.02,7.430000000000001,7.430000000000001,30.02,30.02
GRC,IND,2022,12.018158,EL,GRC,0.65,1.8,7.23,13.95,0.0,0.3,1.84,1.75,2.95,3.37,9.59,12.86,2.75,3.83,13.13,24.0,0.5,2.15,4.31,6.38,0.17,0.95,1.37,2.54,1.91,5.92,14.98,27.45,0.0,1.14,6.9,7.19,5.35,5.19,7.48,7.77,11.16,17.5,25.63,43.93,9.2,2.82,8.67,3.4,21.02,5.17,30.81,6.96,6.58,5.430000000000001,1.84,1.54,6.22,9.3,2.1599999999999997,11.82,9.06,0.42000000000000015,5.760000000000001,Greece,2.486418672771563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,IND,2018,10.68082,EL,GRC,0.65,1.8,7.23,13.95,0.0,0.3,1.84,1.75,2.95,3.37,9.59,12.86,2.75,3.83,13.13,24.0,0.5,2.15,4.31,6.38,0.17,0.95,1.37,2.54,1.91,5.92,14.98,27.45,0.0,1.14,6.9,7.19,5.35,5.19,7.48,7.77,11.16,17.5,25.63,43.93,9.2,2.82,8.67,3.4,21.02,5.17,30.81,6.96,6.58,5.430000000000001,1.84,1.54,6.22,9.3,2.1599999999999997,11.82,9.06,0.42000000000000015,5.760000000000001,Greece,2.3684496096109076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,PHL,2018,3.033782,EL,GRC,0.65,1.8,7.23,13.95,0.0,0.3,1.84,1.75,2.95,3.37,9.59,12.86,2.75,3.83,13.13,24.0,0.5,2.15,4.31,6.38,0.17,0.95,1.37,2.54,1.91,5.92,14.98,27.45,0.0,1.14,6.9,7.19,5.35,5.19,7.48,7.77,11.16,17.5,25.63,43.93,9.2,2.82,8.67,3.4,21.02,5.17,30.81,6.96,6.58,5.430000000000001,1.84,1.54,6.22,9.3,2.1599999999999997,11.82,9.06,0.42000000000000015,5.760000000000001,Greece,1.1098100260046924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,VNM,2018,0.378704,EL,GRC,0.65,1.8,7.23,13.95,0.0,0.3,1.84,1.75,2.95,3.37,9.59,12.86,2.75,3.83,13.13,24.0,0.5,2.15,4.31,6.38,0.17,0.95,1.37,2.54,1.91,5.92,14.98,27.45,0.0,1.14,6.9,7.19,5.35,5.19,7.48,7.77,11.16,17.5,25.63,43.93,9.2,2.82,8.67,3.4,21.02,5.17,30.81,6.96,6.58,5.430000000000001,1.84,1.54,6.22,9.3,2.1599999999999997,11.82,9.06,0.42000000000000015,5.760000000000001,Greece,-0.9710003816796817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,IND,2021,9.857706,EL,GRC,0.65,1.8,7.23,13.95,0.0,0.3,1.84,1.75,2.95,3.37,9.59,12.86,2.75,3.83,13.13,24.0,0.5,2.15,4.31,6.38,0.17,0.95,1.37,2.54,1.91,5.92,14.98,27.45,0.0,1.14,6.9,7.19,5.35,5.19,7.48,7.77,11.16,17.5,25.63,43.93,9.2,2.82,8.67,3.4,21.02,5.17,30.81,6.96,6.58,5.430000000000001,1.84,1.54,6.22,9.3,2.1599999999999997,11.82,9.06,0.42000000000000015,5.760000000000001,Greece,2.2882534843448474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,PHL,2021,7.270838,EL,GRC,0.65,1.8,7.23,13.95,0.0,0.3,1.84,1.75,2.95,3.37,9.59,12.86,2.75,3.83,13.13,24.0,0.5,2.15,4.31,6.38,0.17,0.95,1.37,2.54,1.91,5.92,14.98,27.45,0.0,1.14,6.9,7.19,5.35,5.19,7.48,7.77,11.16,17.5,25.63,43.93,9.2,2.82,8.67,3.4,21.02,5.17,30.81,6.96,6.58,5.430000000000001,1.84,1.54,6.22,9.3,2.1599999999999997,11.82,9.06,0.42000000000000015,5.760000000000001,Greece,1.9838715531281412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,VNM,2021,1.782821,EL,GRC,0.65,1.8,7.23,13.95,0.0,0.3,1.84,1.75,2.95,3.37,9.59,12.86,2.75,3.83,13.13,24.0,0.5,2.15,4.31,6.38,0.17,0.95,1.37,2.54,1.91,5.92,14.98,27.45,0.0,1.14,6.9,7.19,5.35,5.19,7.48,7.77,11.16,17.5,25.63,43.93,9.2,2.82,8.67,3.4,21.02,5.17,30.81,6.96,6.58,5.430000000000001,1.84,1.54,6.22,9.3,2.1599999999999997,11.82,9.06,0.42000000000000015,5.760000000000001,Greece,0.5781969412445822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,IND,2020,8.555897,EL,GRC,0.65,1.8,7.23,13.95,0.0,0.3,1.84,1.75,2.95,3.37,9.59,12.86,2.75,3.83,13.13,24.0,0.5,2.15,4.31,6.38,0.17,0.95,1.37,2.54,1.91,5.92,14.98,27.45,0.0,1.14,6.9,7.19,5.35,5.19,7.48,7.77,11.16,17.5,25.63,43.93,9.2,2.82,8.67,3.4,21.02,5.17,30.81,6.96,6.58,5.430000000000001,1.84,1.54,6.22,9.3,2.1599999999999997,11.82,9.06,0.42000000000000015,5.760000000000001,Greece,2.146620752812027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,PHL,2020,3.791224,EL,GRC,0.65,1.8,7.23,13.95,0.0,0.3,1.84,1.75,2.95,3.37,9.59,12.86,2.75,3.83,13.13,24.0,0.5,2.15,4.31,6.38,0.17,0.95,1.37,2.54,1.91,5.92,14.98,27.45,0.0,1.14,6.9,7.19,5.35,5.19,7.48,7.77,11.16,17.5,25.63,43.93,9.2,2.82,8.67,3.4,21.02,5.17,30.81,6.96,6.58,5.430000000000001,1.84,1.54,6.22,9.3,2.1599999999999997,11.82,9.06,0.42000000000000015,5.760000000000001,Greece,1.3326889221006661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
