importer,partner,year,value,geo,iso3,tnlg_M_2021,tnlg_M_2023,tnlg_M_2024,tnlg_M_2025,tnlg_F_2021,tnlg_F_2023,tnlg_F_2024,tnlg_F_2025,tml_M_2021,tml_M_2023,tml_M_2024,tml_M_2025,ttm_M_2021,ttm_M_2023,ttm_M_2024,ttm_M_2025,tir_M_2021,tir_M_2023,tir_M_2024,tir_M_2025,tnlg_C_2021,tnlg_C_2023,tnlg_C_2024,tnlg_C_2025,tnlg_J_2021,tnlg_J_2023,tnlg_J_2024,tnlg_J_2025,tnlg_N_2021,tnlg_N_2023,tnlg_N_2024,tnlg_N_2025,tany_C_2021,tany_C_2023,tany_C_2024,tany_C_2025,tany_J_2021,tany_J_2023,tany_J_2024,tany_J_2025,tany_M_2021,tany_F_2021,tany_M_2023,tany_F_2023,tany_M_2024,tany_F_2024,tany_M_2025,tany_F_2025,d_tnlg_M_2124,d_tnlg_M_2324,d_tnlg_F_2124,d_tnlg_F_2324,d_tml_M_2324,d_ttm_M_2324,d_tir_M_2324,d_tany_M_2124,d_tnlg_J_2324,d_tnlg_C_2324,d_tnlg_N_2324,country,logv,post,post24,post_x_d_tnlg_M_2324,p24_x_d_tnlg_M_2324,post_x_d_tnlg_M_2124,p24_x_d_tnlg_M_2124,post_x_d_tnlg_F_2324,p24_x_d_tnlg_F_2324,post_x_d_tml_M_2324,p24_x_d_tml_M_2324,post_x_d_ttm_M_2324,p24_x_d_ttm_M_2324,post_x_d_tir_M_2324,p24_x_d_tir_M_2324,post_x_d_tany_M_2124,p24_x_d_tany_M_2124,post_x_d_tnlg_J_2324,p24_x_d_tnlg_J_2324,post_x_d_tnlg_C_2324,p24_x_d_tnlg_C_2324,post_x_d_tnlg_N_2324,p24_x_d_tnlg_N_2324,post_x_tnlg_M_2024,p24_x_tnlg_M_2024
SWE,IND,2019,112.353192,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,4.721647409442701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,PHL,2019,164.714306,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,5.10421249437072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,VNM,2019,5.869315,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,1.7697379319709816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,IND,2021,168.241761,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,5.125401998529393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,PHL,2021,319.605119,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,5.767086230659971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,VNM,2021,6.307647,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,1.8417627068500897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,IND,2020,118.708079,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,4.776667361641525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,PHL,2020,194.18748,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,5.26882408416002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,VNM,2020,10.493763,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,2.350781080675585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,IND,2018,99.611562,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,4.601278242190637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,PHL,2018,188.400048,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,5.2385676169193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,VNM,2018,4.973623,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,1.6041485483792195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,IND,2023,230.433727,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,5.4399633026571745,1.0,0.0,21.2,0.0,24.8,0.0,5.16,0.0,10.13,0.0,23.62,0.0,6.94,0.0,37.24,0.0,24.580000000000002,0.0,6.69,0.0,7.4,0.0,29.61,0.0
SWE,PHL,2023,41.026502,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,3.714218248128018,1.0,0.0,21.2,0.0,24.8,0.0,5.16,0.0,10.13,0.0,23.62,0.0,6.94,0.0,37.24,0.0,24.580000000000002,0.0,6.69,0.0,7.4,0.0,29.61,0.0
SWE,VNM,2023,11.502865,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,2.4425961347761533,1.0,0.0,21.2,0.0,24.8,0.0,5.16,0.0,10.13,0.0,23.62,0.0,6.94,0.0,37.24,0.0,24.580000000000002,0.0,6.69,0.0,7.4,0.0,29.61,0.0
SWE,IND,2022,147.238624,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,4.992054563180546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,PHL,2022,30.968808,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,3.4329805043842088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,VNM,2022,9.515195,SE,SWE,4.81,8.41,29.61,43.0,0.19,0.05,5.21,4.79,8.84,6.76,16.89,18.66,6.55,9.52,33.14,47.86,2.65,4.3,11.24,9.56,0.88,1.46,8.15,17.34,9.91,17.2,41.78,65.77,1.68,3.34,10.74,16.77,8.87,7.47,19.49,32.86,30.81,36.85,67.56,87.87,16.47,2.32,20.69,2.78,53.71,13.15,64.88,14.9,24.8,21.2,5.02,5.16,10.13,23.62,6.94,37.24,24.580000000000002,6.69,7.4,Sweden,2.2528899944950247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRT,IND,2018,15.034076,PT,PRT,4.68,2.09,8.32,11.92,0.43,0.03,1.25,0.29,2.31,6.76,8.15,12.21,5.53,5.85,12.98,17.37,3.03,1.51,5.68,4.75,0.47,0.82,1.48,2.99,8.86,11.77,27.17,38.78,2.54,2.98,1.88,5.75,8.58,8.74,6.78,9.94,,29.79,52.45,52.8,10.38,1.06,10.68,2.92,,2.74,25.68,4.74,3.6400000000000006,6.23,0.8200000000000001,1.22,1.3900000000000006,7.130000000000001,4.17,,15.400000000000002,0.66,-1.1,Portugal,2.7103193579506946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
PRT,PHL,2018,3.433571,PT,PRT,4.68,2.09,8.32,11.92,0.43,0.03,1.25,0.29,2.31,6.76,8.15,12.21,5.53,5.85,12.98,17.37,3.03,1.51,5.68,4.75,0.47,0.82,1.48,2.99,8.86,11.77,27.17,38.78,2.54,2.98,1.88,5.75,8.58,8.74,6.78,9.94,,29.79,52.45,52.8,10.38,1.06,10.68,2.92,,2.74,25.68,4.74,3.6400000000000006,6.23,0.8200000000000001,1.22,1.3900000000000006,7.130000000000001,4.17,,15.400000000000002,0.66,-1.1,Portugal,1.2336008274726291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
PRT,VNM,2018,3.568725,PT,PRT,4.68,2.09,8.32,11.92,0.43,0.03,1.25,0.29,2.31,6.76,8.15,12.21,5.53,5.85,12.98,17.37,3.03,1.51,5.68,4.75,0.47,0.82,1.48,2.99,8.86,11.77,27.17,38.78,2.54,2.98,1.88,5.75,8.58,8.74,6.78,9.94,,29.79,52.45,52.8,10.38,1.06,10.68,2.92,,2.74,25.68,4.74,3.6400000000000006,6.23,0.8200000000000001,1.22,1.3900000000000006,7.130000000000001,4.17,,15.400000000000002,0.66,-1.1,Portugal,1.272208389143706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
PRT,IND,2020,10.665651,PT,PRT,4.68,2.09,8.32,11.92,0.43,0.03,1.25,0.29,2.31,6.76,8.15,12.21,5.53,5.85,12.98,17.37,3.03,1.51,5.68,4.75,0.47,0.82,1.48,2.99,8.86,11.77,27.17,38.78,2.54,2.98,1.88,5.75,8.58,8.74,6.78,9.94,,29.79,52.45,52.8,10.38,1.06,10.68,2.92,,2.74,25.68,4.74,3.6400000000000006,6.23,0.8200000000000001,1.22,1.3900000000000006,7.130000000000001,4.17,,15.400000000000002,0.66,-1.1,Portugal,2.367028390848024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
PRT,PHL,2020,3.165314,PT,PRT,4.68,2.09,8.32,11.92,0.43,0.03,1.25,0.29,2.31,6.76,8.15,12.21,5.53,5.85,12.98,17.37,3.03,1.51,5.68,4.75,0.47,0.82,1.48,2.99,8.86,11.77,27.17,38.78,2.54,2.98,1.88,5.75,8.58,8.74,6.78,9.94,,29.79,52.45,52.8,10.38,1.06,10.68,2.92,,2.74,25.68,4.74,3.6400000000000006,6.23,0.8200000000000001,1.22,1.3900000000000006,7.130000000000001,4.17,,15.400000000000002,0.66,-1.1,Portugal,1.1522522607857264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
PRT,VNM,2020,5.751212,PT,PRT,4.68,2.09,8.32,11.92,0.43,0.03,1.25,0.29,2.31,6.76,8.15,12.21,5.53,5.85,12.98,17.37,3.03,1.51,5.68,4.75,0.47,0.82,1.48,2.99,8.86,11.77,27.17,38.78,2.54,2.98,1.88,5.75,8.58,8.74,6.78,9.94,,29.79,52.45,52.8,10.38,1.06,10.68,2.92,,2.74,25.68,4.74,3.6400000000000006,6.23,0.8200000000000001,1.22,1.3900000000000006,7.130000000000001,4.17,,15.400000000000002,0.66,-1.1,Portugal,1.7494106152064217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
PRT,IND,2019,15.587301,PT,PRT,4.68,2.09,8.32,11.92,0.43,0.03,1.25,0.29,2.31,6.76,8.15,12.21,5.53,5.85,12.98,17.37,3.03,1.51,5.68,4.75,0.47,0.82,1.48,2.99,8.86,11.77,27.17,38.78,2.54,2.98,1.88,5.75,8.58,8.74,6.78,9.94,,29.79,52.45,52.8,10.38,1.06,10.68,2.92,,2.74,25.68,4.74,3.6400000000000006,6.23,0.8200000000000001,1.22,1.3900000000000006,7.130000000000001,4.17,,15.400000000000002,0.66,-1.1,Portugal,2.7464565442847246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
PRT,PHL,2019,3.265395,PT,PRT,4.68,2.09,8.32,11.92,0.43,0.03,1.25,0.29,2.31,6.76,8.15,12.21,5.53,5.85,12.98,17.37,3.03,1.51,5.68,4.75,0.47,0.82,1.48,2.99,8.86,11.77,27.17,38.78,2.54,2.98,1.88,5.75,8.58,8.74,6.78,9.94,,29.79,52.45,52.8,10.38,1.06,10.68,2.92,,2.74,25.68,4.74,3.6400000000000006,6.23,0.8200000000000001,1.22,1.3900000000000006,7.130000000000001,4.17,,15.400000000000002,0.66,-1.1,Portugal,1.1833807355027768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
PRT,VNM,2019,4.170331,PT,PRT,4.68,2.09,8.32,11.92,0.43,0.03,1.25,0.29,2.31,6.76,8.15,12.21,5.53,5.85,12.98,17.37,3.03,1.51,5.68,4.75,0.47,0.82,1.48,2.99,8.86,11.77,27.17,38.78,2.54,2.98,1.88,5.75,8.58,8.74,6.78,9.94,,29.79,52.45,52.8,10.38,1.06,10.68,2.92,,2.74,25.68,4.74,3.6400000000000006,6.23,0.8200000000000001,1.22,1.3900000000000006,7.130000000000001,4.17,,15.400000000000002,0.66,-1.1,Portugal,1.4279954091593634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
HUN,IND,2021,21.238851,HU,HUN,0.69,0.76,4.2,11.37,0.07,0.43,0.43,1.41,0.69,1.11,5.99,4.91,2.06,1.54,9.62,13.14,0.67,1.31,7.43,6.66,0.69,0.72,1.22,2.35,2.36,5.31,20.15,29.48,0.31,1.03,2.13,2.81,4.0,4.24,4.83,7.78,13.09,14.54,32.88,46.05,3.71,0.55,5.24,1.8,17.3,4.27,22.86,4.53,3.5100000000000002,3.4400000000000004,0.36,0.0,4.88,8.079999999999998,6.119999999999999,13.59,14.84,0.5,1.0999999999999999,Hungary,3.0558320988652965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,PHL,2021,12.509408,HU,HUN,0.69,0.76,4.2,11.37,0.07,0.43,0.43,1.41,0.69,1.11,5.99,4.91,2.06,1.54,9.62,13.14,0.67,1.31,7.43,6.66,0.69,0.72,1.22,2.35,2.36,5.31,20.15,29.48,0.31,1.03,2.13,2.81,4.0,4.24,4.83,7.78,13.09,14.54,32.88,46.05,3.71,0.55,5.24,1.8,17.3,4.27,22.86,4.53,3.5100000000000002,3.4400000000000004,0.36,0.0,4.88,8.079999999999998,6.119999999999999,13.59,14.84,0.5,1.0999999999999999,Hungary,2.5264810012168057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,VNM,2021,2.239766,HU,HUN,0.69,0.76,4.2,11.37,0.07,0.43,0.43,1.41,0.69,1.11,5.99,4.91,2.06,1.54,9.62,13.14,0.67,1.31,7.43,6.66,0.69,0.72,1.22,2.35,2.36,5.31,20.15,29.48,0.31,1.03,2.13,2.81,4.0,4.24,4.83,7.78,13.09,14.54,32.88,46.05,3.71,0.55,5.24,1.8,17.3,4.27,22.86,4.53,3.5100000000000002,3.4400000000000004,0.36,0.0,4.88,8.079999999999998,6.119999999999999,13.59,14.84,0.5,1.0999999999999999,Hungary,0.8063713961244606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,IND,2022,19.417447,HU,HUN,0.69,0.76,4.2,11.37,0.07,0.43,0.43,1.41,0.69,1.11,5.99,4.91,2.06,1.54,9.62,13.14,0.67,1.31,7.43,6.66,0.69,0.72,1.22,2.35,2.36,5.31,20.15,29.48,0.31,1.03,2.13,2.81,4.0,4.24,4.83,7.78,13.09,14.54,32.88,46.05,3.71,0.55,5.24,1.8,17.3,4.27,22.86,4.53,3.5100000000000002,3.4400000000000004,0.36,0.0,4.88,8.079999999999998,6.119999999999999,13.59,14.84,0.5,1.0999999999999999,Hungary,2.9661719918113523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,PHL,2022,13.634777,HU,HUN,0.69,0.76,4.2,11.37,0.07,0.43,0.43,1.41,0.69,1.11,5.99,4.91,2.06,1.54,9.62,13.14,0.67,1.31,7.43,6.66,0.69,0.72,1.22,2.35,2.36,5.31,20.15,29.48,0.31,1.03,2.13,2.81,4.0,4.24,4.83,7.78,13.09,14.54,32.88,46.05,3.71,0.55,5.24,1.8,17.3,4.27,22.86,4.53,3.5100000000000002,3.4400000000000004,0.36,0.0,4.88,8.079999999999998,6.119999999999999,13.59,14.84,0.5,1.0999999999999999,Hungary,2.6126236611949776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,VNM,2022,3.793138,HU,HUN,0.69,0.76,4.2,11.37,0.07,0.43,0.43,1.41,0.69,1.11,5.99,4.91,2.06,1.54,9.62,13.14,0.67,1.31,7.43,6.66,0.69,0.72,1.22,2.35,2.36,5.31,20.15,29.48,0.31,1.03,2.13,2.81,4.0,4.24,4.83,7.78,13.09,14.54,32.88,46.05,3.71,0.55,5.24,1.8,17.3,4.27,22.86,4.53,3.5100000000000002,3.4400000000000004,0.36,0.0,4.88,8.079999999999998,6.119999999999999,13.59,14.84,0.5,1.0999999999999999,Hungary,1.3331936448553638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,IND,2023,17.975298,HU,HUN,0.69,0.76,4.2,11.37,0.07,0.43,0.43,1.41,0.69,1.11,5.99,4.91,2.06,1.54,9.62,13.14,0.67,1.31,7.43,6.66,0.69,0.72,1.22,2.35,2.36,5.31,20.15,29.48,0.31,1.03,2.13,2.81,4.0,4.24,4.83,7.78,13.09,14.54,32.88,46.05,3.71,0.55,5.24,1.8,17.3,4.27,22.86,4.53,3.5100000000000002,3.4400000000000004,0.36,0.0,4.88,8.079999999999998,6.119999999999999,13.59,14.84,0.5,1.0999999999999999,Hungary,2.88899848205105,1.0,0.0,3.4400000000000004,0.0,3.5100000000000002,0.0,0.0,0.0,4.88,0.0,8.079999999999998,0.0,6.119999999999999,0.0,13.59,0.0,14.84,0.0,0.5,0.0,1.0999999999999999,0.0,4.2,0.0
